title,authors,url,year
Chapter 2: Global Infectious Diseases: Four Steps Toward a Differential Diagnosis,"Saif Al-Bedwawi, Amanda Huston",https://www.sciencedirect.com/science/article/pii/B9780323794121000023/pdfft?md5=6ec7aa6f09e98f5790ee3202cb4534d7&pid=3-s2.0-B9780323794121000023-main.pdf,2023
"Climate change and zoonoses: A review of the current status, knowledge gaps, and future trends","Ruwini Rupasinghe, Bruno B. Chomel, Beatriz Martínez-López",https://www.sciencedirect.com/science/article/pii/S0001706X21004034/pdfft?md5=e1ab7a10caf9699f84616fb4891a35d8&pid=1-s2.0-S0001706X21004034-main.pdf,2022
Appendix4: Medical Acarology and Entomology,"Graham B. White, Christina Faust",https://www.sciencedirect.com/science/article/pii/B9780702079597000889/pdfft?md5=edc805635be24a4f7053efacdb482199&pid=3-s2.0-B9780702079597000889-main.pdf,2024
"Seroprevalence ofTrypanosoma cruziinfection among blood donors in the state of Pará, Brazil","Jade Dias Valente, Natália da Silva Silva, Laine Celestino Pinto",https://www.sciencedirect.com/science/article/pii/S1473050223001404/pdfft?md5=c431cd65c99211f4e1651a3b6bc53f8e&pid=1-s2.0-S1473050223001404-main.pdf,2023
Commercially acquired açaí pulps contamination byTrypanosoma cruzi,"Diana Zapparoli, Thainá Valente Bertozzo, Simone Baldini Lucheis",https://www.sciencedirect.com/science/article/pii/S0168160521004682/pdfft?md5=3ab2fb09e529528e6ed9e4a58ae03c5c&pid=1-s2.0-S0168160521004682-main.pdf,2022
Tropical diseases and anaesthesia,"Victoria Howell, Tom Bashford",https://www.sciencedirect.com/science/article/pii/S1472029922000893/pdfft?md5=d21109e089e122ac3c20181f0f87992e&pid=1-s2.0-S1472029922000893-main.pdf,2022
Fauna and Flora Related Deaths,Ryan Blumenthal,No URL found,2024
"Pathogen diversity, immunity, and the fate of infections: lessons learned fromTrypanosoma cruzihuman–host interactions","Luísa M D Magalhães, Kenneth J Gollob, Walderez O Dutra",https://www.sciencedirect.com/science/article/pii/S2666524721002652/pdfft?md5=a28222a72d44492aaefd8e1de6ff7bba&pid=1-s2.0-S2666524721002652-main.pdf,2022
Chemical control of medically important arthropods in Panama: A systematic literature review of historical efforts,"Anyi Tuñon, Joel García, Jose R. Loaiza",https://www.sciencedirect.com/science/article/pii/S0001706X24001001/pdfft?md5=6242c76891329a879565de5e5c6973ec&pid=1-s2.0-S0001706X24001001-main.pdf,2024
"Early identification of patients with Chagas disease at risk of developing cardiomyopathy using 2-D speckle tracking strain:Win, Mirandaprediction of Chagas cardiomyopathy","Sithu Win, Monica Miranda-Schaeubinger, Monica Mukherjee",https://www.sciencedirect.com/science/article/pii/S2352906722001099/pdfft?md5=b917b23eea3ef46191311df845b5cddf&pid=1-s2.0-S2352906722001099-main.pdf,2022
